3 100
3500 3
 2.85126  0.71869 -0.13237
 1.66193  0.86011  0.65866
 1.94551  0.97836 -0.00954
 1.99217  0.99663 -0.06564
 2.63492  0.80859 -0.13064
 2.15461  1.22504  0.23113
 2.02358  0.98518 -0.4758 
 1.95346  0.89588 -0.59727
 2.02329  1.06716 -0.01154
 1.99647  1.0043   0.00215
 2.16985  0.53406  0.30571
 1.74258  0.97983  0.37226
 1.9515   0.80605 -0.71283
 2.60755  0.77636  0.34077
 2.51159  0.36379  0.54785
 2.00422  1.01261 -0.02601
 1.97024  1.09254 -0.03538
 2.21634  0.9457   0.09134
 1.57764  1.4061   0.17359
 2.00673  0.95428  0.16109
 1.7016   0.51662 -0.32613
 2.0238   0.99656 -0.16023
 1.58016  1.07854  0.05605
 1.99819  1.00715 -0.01715
 1.74471  0.3334   0.20845
 1.90887  0.98856 -0.07979
 1.75689  0.88761 -0.11201
 2.02138  1.06132 -0.06681
 1.56548  1.23326 -0.26599
 1.99085  1.01536  0.47919
 1.99293  1.00343  0.76758
 2.0689   0.8924  -0.331  
 2.00329  0.48765 -0.38801
 2.32622  1.17302  0.86013
 2.32708  1.34543  0.23352
 1.70843  1.25296 -0.53899
 1.9903   1.06395  0.09626
 1.91183  1.95176 -0.09688
 1.43539  0.78537 -0.22071
 1.91517  1.26605  0.49278
 2.34843  1.02385  0.31344
 2.02825  0.91042  0.37227
 1.39167  0.64364  0.28523
 1.68097  0.711    0.26582
 2.17873  0.8653   0.50243
 1.90787  0.86001 -0.2136 
 1.66597  0.52435 -0.10087
 2.52447  1.30473  0.03853
 2.12595  0.98967  0.35609
 2.14287  0.96413  0.72256
 2.01573  1.05079 -0.8824 
 2.65009  1.31579 -0.05592
 1.97553  1.05723 -0.03705
 1.99569  1.02232  0.8217 
 1.83613  0.9159   0.21816
 1.7062   0.56974 -0.24508
 2.18806  1.66247 -0.29375
 1.84379  1.50574 -0.39896
 2.10504  0.83614  0.26748
 1.89018  0.34393  0.55185
 1.88675  1.13256  0.05574
 1.88186  0.82703 -0.27158
 1.77265  1.08106 -0.0528 
 1.65679  1.47034 -0.53844
 2.31732  1.37684 -0.31132
 1.9997   1.00097  0.01113
 1.93819  1.19492  0.07021
 2.16508  1.29892 -0.00127
 2.01521  1.0743  -0.90355
 2.00039  1.00097  0.73375
 1.85569  1.25989 -0.75621
 1.7344   0.46562  0.31731
 2.45074  1.49001  0.0982 
 2.3356   1.20302  0.64105
 1.9787   1.01885  0.04588
 1.92942  1.11727 -0.69875
 2.19491  1.52498 -0.74179
 2.0196   0.8817  -0.18373
 2.07549  1.31982 -0.793  
 1.92505  0.82905 -0.52336
 2.00215  0.9666  -0.19455
 1.89846  0.93131 -0.31184
 1.67443  1.005    0.29146
 2.23005  0.84997  0.26748
 2.34316  0.82825  0.40119
 1.91832  0.65139  0.69317
 1.79382  0.51267 -0.22195
 2.01545  0.97858 -0.00675
 2.12436  1.00404 -0.06585
 2.06166  1.02766  0.63429
 1.98696  1.05035  0.03622
 1.90056  0.81677  0.36118
 1.79196  1.26677 -0.02785
 1.99741  0.99292  0.13158
 1.27445  0.46815  0.06937
 2.06236  1.00071  0.40892
 1.72817  0.96796  0.19115
 2.50734  1.74446 -0.27323
 2.37194  0.88344 -0.29819
 1.95996  1.08323  0.0116 
 2.06955  1.27357  0.48604
 1.96463  0.95461  0.37359
 1.9827   0.9213  -0.35414
 1.97279  1.00002  0.04388
 1.98023  1.79158  0.55164
 1.76426  1.78983 -0.42432
 2.15205  1.03093  0.10442
 2.06108  0.90829 -0.08069
 1.9844   1.50415  0.32315
 2.21797  0.85484 -0.02126
 1.60546  1.19095  0.18781
 1.90117  0.97863 -0.15191
 1.94738  0.98337 -0.2606 
 1.97926  1.03945 -0.12129
 1.99636  0.99932  0.12163
 1.89156  0.84591  0.44037
 2.063    1.08281 -0.08699
 2.11294  1.35936 -0.18696
 1.8915   1.01107 -0.87283
 1.94811  1.09251  0.14087
 2.04598  1.0113   0.08023
 1.80776  1.25085 -0.46041
 2.00688  1.02915  0.07101
 1.94197  1.06032  0.18769
 1.30195  0.88773 -0.23236
 1.86849  1.09616 -0.2175 
 2.24382  0.84828 -0.6825 
 2.2463   1.06243 -0.22947
 2.10706  0.98081  0.19186
 1.92882  1.22427  0.07598
 2.07457  0.93561 -0.60414
 2.08154  0.95359 -0.58995
 2.00818  1.01526 -0.22107
 2.0022   1.53812 -0.55803
 1.61671  1.11913  0.79966
 1.99476  1.04098  0.0946 
 2.47075  0.87771  0.69164
 2.23892  0.92873  0.38924
 2.72628  0.81828 -0.27847
 1.84288  1.44117 -0.10408
 1.97894  0.96922  0.00918
 1.85958  1.03657  0.513  
 2.00281  0.97302 -0.75839
 1.81217  0.8103  -0.58981
 1.93795  0.74379 -0.40728
 1.81389  0.99753  0.77361
 2.00196  1.01128  0.17412
 1.98711  1.02413 -0.01065
 2.1486   0.38658  0.56663
 2.40592  1.10523  0.03332
 1.97497  0.71927  0.51149
 2.14597  0.8831   0.8419 
 1.75241  0.7984   0.01787
 1.93928  1.21891 -0.08536
 2.18711  1.96538  0.03587
 2.08274  1.02816  0.02203
 2.00959  0.9937   0.023  
 1.9949   0.68001  0.15179
 2.04014  0.92916  0.18987
 1.75581  0.99273 -0.87252
 1.9551   0.95775 -0.15803
 1.97412  1.02373  0.36039
 1.81387  1.34433  0.47311
 2.40615  1.23385  0.31187
 1.18548  0.78496 -0.07193
 2.54921  1.08344  0.08705
 1.85264  0.53069 -0.26945
 2.09158  0.61136  0.10287
 2.27512  1.2881  -0.66961
 1.77145  1.29509  0.2838 
 1.8594   1.09772 -0.37975
 2.03001  1.01917  0.05345
 2.67882  1.46095  0.25151
 1.95421  1.00569  0.11424
 2.74207  0.91139 -0.05167
 1.97665  0.96296  0.35621
 2.02299  0.62307 -0.16354
 1.94616  0.83837 -0.75328
 1.66944  1.17278 -0.03327
 1.25271  1.07312 -0.60926
 1.95209  0.93141  0.05689
 1.82381  1.19339  0.34525
 2.32338  1.53195  0.15097
 1.97145  1.18266  0.38442
 2.00978  1.00651 -0.00471
 2.07627  1.19935  0.5863 
 2.38263  0.38189 -0.47264
 2.34626  1.43732 -0.1812 
 2.61647  1.0009   0.76416
 1.75311  0.78169  0.08037
 1.54874  0.62752  0.13257
 2.27673  0.96544  0.02345
 1.79917  1.28086 -0.15599
 1.89323  0.94689  0.26185
 1.76323  0.47705  0.20194
 1.84477  1.26189  0.00578
 2.01025  0.91846  0.41669
 1.8814   1.07162  0.72749
 2.41349  0.28422  0.36168
 2.57968  1.47251 -0.46828
 2.10949  1.1952   0.4091 
 2.0142   1.06335 -0.60829
 2.03594  0.95618 -0.03402
 1.99762  0.997   -0.08885
 1.47154  1.72618  0.32813
 1.85226  0.91299  0.10239
 1.84296  1.29684 -0.51371
 2.01268  1.00953 -0.01321
 2.04124  1.32947 -0.71975
 2.24948  1.03345 -0.15853
 1.94848  1.02477  0.70215
 1.47551  1.05593  0.28678
 1.22021  1.29888  0.38816
 1.68189  1.45814  0.16655
 1.7452   0.7796   0.67734
 2.03354  1.03196  0.30938
 2.47756  0.73945 -0.27101
 2.67348  0.79193  0.62234
 1.92909  1.27104 -0.79042
 1.75017  0.80492  0.07499
 2.14982  1.05885  0.11773
 1.838    0.649   -0.4598 
 1.41757  1.46563  0.07609
 2.08899  1.04263 -0.0198 
 1.69344  0.94404 -0.20053
 1.60292  1.34039  0.47716
 1.60951  0.98761  0.66088
 1.90504  1.33292 -0.21695
 2.02215  1.12346  0.5802 
 1.99941  1.00042  0.05624
 1.82452  0.8839   0.43761
 2.02422  0.61906  0.29229
 1.74412  0.92505 -0.11106
 1.51257  1.23347  0.20323
 1.99417  1.00266 -0.05173
 1.0802   0.68861 -0.01782
 1.50753  0.60571 -0.01129
 2.33676  0.68028 -0.48055
 1.98782  0.97978 -0.05628
 1.81542  1.18237  0.26491
 1.86422  1.34435  0.15509
 2.1629   0.90681  0.55612
 1.9988   1.00193  0.00049
 2.53921  1.05531  0.17581
 1.7182   0.83871  0.21718
 1.44818  1.17106  0.27725
 2.25819  0.47072 -0.20159
 2.49541  1.28197 -0.25062
 1.94565  1.01518 -0.01255
 2.23652  0.6403  -0.04753
 1.99706  0.99364 -0.42822
 1.91195  0.97299 -0.29343
 2.42928  1.12807 -0.15425
 2.10119  0.71066 -0.70099
 2.00461  0.98825  0.04318
 1.3803   1.13244  0.56915
 1.85516  1.03028  0.00362
 1.1957   1.16738 -0.09995
 2.24106  0.84565 -0.03852
 1.98915  0.92339 -0.24018
 1.96114  0.94815 -0.92428
 2.01285  1.03206  0.9355 
 1.99201  0.94523 -0.21994
 1.90779  0.37314 -0.37943
 2.23558  1.07045  0.1302 
 2.38571  0.71663 -0.11233
 1.87463  1.32585 -0.8066 
 2.00684  0.78535 -0.51967
 1.70774  0.94671 -0.69319
 2.50573  0.3436  -0.44187
 2.34718  0.70779 -0.26303
 2.0115   1.05044 -0.27702
 1.49855  0.75412  0.79595
 1.99714  0.98873  0.01394
 2.44387  0.97523  0.71463
 1.91133  1.6051   0.31716
 1.13223  1.17733 -0.22397
 1.98038  0.88861  0.26033
 2.05715  0.91361  0.18409
 1.79084  1.48214  0.43237
 2.18566  1.05933 -0.13309
 1.83107  1.0066   0.60786
 1.99682  1.00726 -0.00685
 2.01927  0.95348  0.3816 
 1.73947  0.57894 -0.09978
 1.87213  0.89731  0.11272
 1.94242  0.4839   0.40978
 1.78749  0.36113  0.46127
 2.12666  0.92645  0.74981
 2.08592  1.50245  0.43122
 2.29813  0.85815 -0.27149
 1.99653  0.99492  0.01542
 1.9448   0.44897  0.36813
 2.02234  0.84692  0.22246
 2.12398  1.02926 -0.14638
 1.6344   0.8241   0.36307
 1.88428  0.98604 -0.75103
 2.42024  1.46905  0.41059
 1.93054  0.57833 -0.66029
 1.9968   0.99345  0.35531
 1.97055  0.91621 -0.0957 
 2.32135  0.81226 -0.77548
 2.07401  1.01141 -0.5825 
 2.12594  1.4233   0.52694
 1.98773  1.24895 -0.23595
 2.12063  1.16467  0.08375
 2.65432  0.91974  0.09289
 2.00113  0.9433   0.05271
 1.71751  1.67464 -0.06837
 2.00211  1.62847 -0.06277
 2.09951  1.03103 -0.16171
 1.82816  1.492   -0.56069
 1.86731  1.11545  0.49866
 2.05541  0.7043  -0.18023
 1.75591  0.95635  0.03863
 2.11557  0.98888  0.22166
 2.01359  0.94113  0.36789
 2.48583  0.39107  0.05216
 2.22101  1.5549  -0.38172
 1.19264  0.78515 -0.12797
 2.16522  1.18243 -0.37668
 2.62019  1.26593 -0.29068
 1.73951  1.09594 -0.20365
 2.05322  1.00378  0.02564
 1.9864   1.0077   0.00395
 1.78193  1.33683 -0.10695
 2.12523  0.88729  0.30082
 2.17026  1.14985 -0.36621
 1.94892  0.94337  0.03979
 2.01003  0.9843  -0.0319 
 2.02448  1.05161  0.12937
 1.81268  0.62558 -0.64167
 2.02339  1.01052  0.15248
 1.88942  1.62137 -0.55257
 1.97153  1.63761 -0.03214
 1.78807  1.29402  0.80199
 1.87918  1.00231  0.45445
 1.87374  0.64867 -0.32919
 2.52633  0.4642   0.37178
 1.93828  0.81134  0.09893
 1.76585  1.69421 -0.56945
 1.19676  1.37334  0.17564
 1.74752  1.31197 -0.3512 
 2.19257  0.87345  0.17942
 2.00916  0.99621  0.2254 
 1.80357  0.52406 -0.48855
 1.11366  0.85081 -0.39124
 1.61695  0.61266  0.60779
 2.00096  1.00418 -0.0001 
 1.88548  1.02052  0.17733
 2.27185  0.3708  -0.1262 
 2.59597  0.50001 -0.48764
 2.21919  1.38058 -0.56345
 1.58031  0.9824   0.20506
 1.5363   1.03555  0.48737
 1.75148  1.61739 -0.06867
 2.23493  1.01585 -0.09002
 2.1237   0.97981 -0.72318
 1.84646  0.99711 -0.28548
 1.90194  0.98999 -0.34584
 1.99991  0.99904 -0.27114
 1.89122  1.16088  0.80816
 1.95417  0.95141  0.08813
 2.19741  0.26532  0.14226
 2.27478  0.86367 -0.21779
 2.75601  0.94295 -0.1848 
 2.0529   0.96823  0.14183
 2.04472  0.88217 -0.79783
 2.41842  1.17888 -0.75233
 1.82267  1.14563  0.67451
 2.00478  0.99888  0.02039
 1.9209   0.91646  0.21777
 2.0004   0.76453 -0.31846
 1.55269  0.7418  -0.26543
 1.94622  1.03692  0.1216 
 2.65902  1.03288 -0.23384
 2.29728  1.02839 -0.89691
 1.75367  1.79615  0.15659
 2.15615  1.52128  0.41531
 1.8345   1.07037  0.55426
 1.48862  0.15429  0.01939
 2.69829  1.01813  0.25853
 1.97305  0.97687 -0.45825
 1.84648  0.33904  0.56698
 1.97719  1.02939  0.70247
 2.02196  0.96729 -0.72022
 1.56561  1.29875 -0.30573
 2.233    1.14324  0.27125
 1.55105  0.7723  -0.00064
 2.00934  1.00144  0.03384
 1.29129  1.04461  0.49233
 1.76521  0.89402 -0.02474
 2.04002  1.03999 -0.51622
 1.97156  1.00359 -0.12267
 2.05301  0.68677 -0.63096
 1.39272  1.338    0.70855
 2.40538  1.30524  0.00373
 1.73425  0.89725  0.04286
 2.11078  1.16944 -0.1649 
 2.25005  1.00105 -0.22645
 1.89053  1.21397 -0.37982
 2.20365  1.2276  -0.42452
 2.00615  0.99916  0.01507
 2.01285  0.7445  -0.70453
 2.29836  1.14489  0.22369
 1.55263  1.13525 -0.03562
 1.97045  0.98399 -0.13657
 2.19638  0.84196  0.03717
 1.84523  0.3954  -0.44544
 1.87086  0.96501 -0.00482
 1.99574  0.9965   0.07072
 2.39909  0.24327  0.3149 
 2.39679  1.14994 -0.10284
 2.22488  1.46154  0.17185
 1.9481   0.85452  0.66965
 1.78702  0.72537 -0.73454
 1.69743  1.3361  -0.19539
 2.22549  0.74939 -0.09212
 2.18776  0.45805  0.05153
 2.19741  1.29123  0.02847
 1.88154  0.855    0.23248
 1.57541  1.26813 -0.50643
 2.01716  1.19309  0.19761
 2.78927  1.10952 -0.09681
 2.18825  1.09775 -0.2717 
 1.94455  1.17466 -0.62844
 2.07334  0.8307  -0.56573
 1.99684  0.99114 -0.00033
 1.98023  1.00142 -0.10589
 2.18243  0.96174  0.10413
 2.14564  0.85567 -0.22737
 2.01651  1.02348 -0.27994
 1.97448  0.94565 -0.34357
 1.93312  1.27343 -0.63044
 2.04482  1.22506 -0.00029
 2.03581  1.14738 -0.45575
 1.89863  0.68403 -0.16341
 2.06803  1.12616 -0.09258
 2.04776  1.02984 -0.03274
 2.4616   0.25318  0.38754
 2.03421  1.02334  0.66704
 1.5086   1.04325  0.4616 
 2.36719  0.65347  0.75689
 1.68031  0.82016  0.05524
 1.99879  0.97281  0.00436
 2.06046  0.81621  0.96541
 2.48219  1.12934 -0.73587
 1.90017  0.98487  0.15223
 1.92028  1.20892 -0.0331 
 2.26541  0.81023  0.41487
 2.40496  1.09647  0.05412
 1.55684  1.3488  -0.1853 
 2.22445  1.21089 -0.54546
 1.88233  0.96869 -0.19625
 1.88876  1.04598  0.46471
 1.72725  0.92776  0.23362
 2.04769  1.13696 -0.69047
 2.30061  1.60538  0.57556
 2.12443  0.7161  -0.03583
 2.58865  1.34219  0.2137 
 2.4362   0.63226  0.77424
 2.33386  1.00545 -0.44943
 2.03839  1.00778 -0.17664
 2.10666  1.12381  0.18872
 1.5931   1.30885  0.17336
 2.26175  0.78555 -0.05101
 2.37811  1.41264  0.19055
 2.14907  0.8509  -0.03238
 2.14427  0.739   -0.24841
 1.6194   1.10774  0.12566
 1.66662  1.11474  0.27853
 2.05825  0.97438 -0.1002 
 1.92671  1.01798 -0.94776
 1.99442  0.97223 -0.01346
 2.00521  1.00073  0.65947
 2.03757  1.19861 -0.685  
 2.00665  1.00947 -0.1034 
 2.87093  0.84441  0.22605
 1.95049  1.52505  0.40838
 2.00788  0.71169  0.51164
 1.88044  0.97045  0.63814
 1.88348  1.72873 -0.18571
 1.93843  1.02214  0.07606
 1.0801   1.06661  0.17244
 1.96755  1.23163  0.0444 
 1.70567  0.7786  -0.57867
 1.99926  0.99915 -0.05392
 1.70008  1.30231 -0.43166
 2.69775  1.29663  0.11366
 2.08767  0.80711 -0.87348
 2.08896  1.0037  -0.3601 
 1.43278  1.20268 -0.4884 
 1.75872  0.66682 -0.34871
 2.45323  1.28228  0.69114
 1.93379  1.00682  0.26981
 2.1379   1.02965 -0.80982
 2.46416  0.71559 -0.17571
 2.2553   0.80178  0.58901
 2.25999  0.87457 -0.0827 
 2.11856  0.84249 -0.42528
 1.28424  0.72454 -0.37402
 1.99273  1.00059 -0.81857
 1.82597  0.8167  -0.0256 
 2.00087  1.003    0.01308
 1.97957  0.70421  0.37694
 2.02206  0.96328 -0.00964
 2.03835  1.44577 -0.61351
 1.92576  0.9787  -0.69589
 2.04354  1.0041  -0.21742
 2.59309  1.18953  0.21645
 1.76544  0.23246 -0.03927
 2.45532  1.26672  0.38737
 1.91557  1.09013 -0.33486
 2.60875  0.87752  0.09611
 1.84581  1.11653  0.34954
 2.01984  1.02601 -0.01912
 2.24299  1.09315  0.38254
 2.50491  1.27141 -0.07911
 1.99713  0.60315  0.19137
 1.99696  1.01718 -0.06931
 1.89939  0.78739 -0.28307
 1.9911   0.9229   0.14325
 2.15742  1.01307 -0.25071
 1.81961  1.22036 -0.25989
 2.17169  0.75213 -0.0229 
 2.02419  1.57067 -0.58296
 1.75764  0.61113 -0.6989 
 2.14878  0.95086  0.27171
 1.98308  0.8228  -0.2345 
 2.0305   1.19143  0.3087 
 2.37912  1.17304  0.17543
 1.83328  1.18126  0.39499
 1.98873  0.98247 -0.07897
 2.28425  0.79944  0.17013
 1.91746  1.14704 -0.13594
 2.244    1.29933 -0.68701
 2.59438  0.79833  0.72162
 1.92889  0.94492 -0.24704
 2.32376  1.32168  0.19224
 2.12252  0.79113 -0.40604
 1.92919  0.99529  0.00051
 1.54031  1.51619  0.56639
 2.06087  1.27864  0.60496
 2.02163  1.15586  0.71889
 2.07243  1.11251  0.11387
 1.89354  1.17923 -0.30047
 1.91241  1.04756  0.92669
 2.12549  0.82016  0.35899
 1.52742  0.67671  0.32214
 1.98893  0.40765  0.11593
 1.74846  0.78526 -0.03387
 1.95633  0.98388  0.94796
 2.0318   0.97157  0.1785 
 1.99712  1.02144  0.14663
 2.00055  1.00006  0.00418
 1.99975  0.99725 -0.00205
 1.72086  0.12428  0.03827
 2.19502  0.91492  0.43589
 2.05018  0.93878  0.07662
 2.19776  1.79836  0.23608
 2.0215   0.95061 -0.49145
 1.90515  0.78489 -0.26623
 1.38535  0.66699 -0.09785
 2.2389   1.55936  0.07319
 1.99986  0.96829  0.29222
 2.03231  1.12431 -0.03215
 2.03025  0.95783  0.04465
 2.01441  1.03148 -0.02709
 2.19608  0.98808 -0.34165
 2.47495  1.51011 -0.59679
 1.23344  1.08836  0.42651
 1.42839  1.243    0.60433
 1.88963  1.84805  0.04107
 1.998    1.00415 -0.00929
 2.21034  1.77442  0.4409 
 2.00746  1.31557  0.50428
 1.97863  0.98672 -0.28035
 2.10738  0.93588 -0.21769
 2.08909  1.22263 -0.11394
 1.60027  1.23919 -0.29122
 2.0617   0.54371  0.59469
 1.76449  1.24431  0.47837
 1.98046  0.91543 -0.08679
 1.90635  0.20558 -0.08162
 1.97161  0.9921  -0.02741
 2.48136  1.53696  0.32061
 2.60325  0.26036  0.17856
 1.65635  0.99796 -0.01759
 1.88525  1.02557  0.19562
 1.81152  1.12571  0.8521 
 2.03273  0.96559  0.35309
 1.86858  0.96848 -0.20694
 2.35761  1.08279 -0.15901
 2.10674  1.10354 -0.51705
 1.9312   0.34919  0.49116
 2.03746  1.0233   0.12126
 2.08398  0.90724 -0.22312
 1.57909  1.18128 -0.11568
 1.56135  1.18302  0.0013 
 1.697    1.45097 -0.6837 
 2.00533  0.61759  0.65744
 1.49966  0.87158 -0.11493
 1.90725  0.78826  0.08183
 2.07073  1.41091 -0.11986
 2.12637  1.03623 -0.10396
 2.27627  0.95495 -0.49464
 1.54378  0.25569 -0.31681
 2.00051  1.06424 -0.12981
 1.67193  0.77291  0.00162
 2.05223  1.32987 -0.19451
 1.91116  0.81812  0.07671
 2.00339  0.99205  0.14018
 2.02279  1.02499 -0.11072
 2.33728  0.7985   0.13123
 1.99512  1.11214  0.96338
 2.11649  0.22126 -0.33197
 1.87754  1.05604 -0.14807
 1.83548  1.36054 -0.15275
 2.03001  1.13982 -0.06918
 1.85377  0.81423  0.43343
 2.06347  1.06566 -0.2744 
 2.00714  0.98369  0.00747
 1.83286  0.65457  0.69624
 1.86425  1.69591 -0.21797
 2.0925   1.04435 -0.73443
 2.45448  1.04382 -0.19497
 2.05499  1.00693 -0.47695
 1.63405  1.11957  0.21641
 2.11565  1.02809 -0.11511
 2.27797  0.97575  0.07096
 1.69407  1.80726 -0.08491
 2.09623  1.01577  0.34285
 2.24762  1.70746 -0.05053
 2.07319  0.67998  0.51404
 1.89857  1.1657  -0.12416
 1.78192  0.89804  0.21042
 2.00514  0.99997  0.00012
 2.11515  1.49453 -0.41846
 2.79607  0.91324  0.31945
 2.44258  0.74526 -0.52552
 1.51674  1.39992  0.24176
 1.99704  1.02005 -0.13931
 1.93057  0.89888  0.56975
 1.77998  1.07681 -0.72181
 2.32557  0.65123 -0.47386
 1.97757  0.96573  0.02538
 1.9781   1.11438 -0.61109
 2.19592  1.17827 -0.48567
 1.94197  0.9397  -0.63985
 1.96168  1.91277  0.27648
 2.01253  0.97342 -0.00928
 2.04049  0.98597 -0.01861
 2.81737  1.04045  0.27033
 1.99788  0.99713  0.02776
 1.91556  1.10595  0.12351
 1.89511  0.5979   0.80186
 1.38398  0.84868 -0.18037
 1.88487  0.92434  0.70744
 1.71754  0.35276 -0.35792
 2.00518  0.99801  0.68673
 1.9802   1.00113  0.01074
 2.06811  0.90664  0.36478
 2.15661  0.90694 -0.03852
 1.98929  0.97203  0.02152
 1.96311  0.98922 -0.7996 
 1.99665  0.24851  0.08569
 2.4155   1.11153 -0.51813
 2.17125  0.93045  0.07774
 2.87485  0.84703 -0.22074
 2.18797  1.03243  0.13149
 2.10156  0.85952  0.44539
 1.94375  0.95164  0.24433
 1.93769  0.28249 -0.67033
 1.98082  0.97124  0.01925
 1.89693  1.15725 -0.21985
 1.98072  1.02708  0.61506
 1.73185  1.09405  0.84592
 2.03673  0.90182  0.14418
 1.86852  1.13869  0.23119
 2.05895  0.9153   0.01842
 2.1725   1.58717 -0.55539
 2.31485  1.28623 -0.53588
 2.00485  1.03339  0.04666
 1.94433  0.62261 -0.28939
 2.02437  1.01526 -0.00052
 2.06263  1.1587  -0.03931
 2.09185  1.08289  0.33867
 1.45616  1.78004 -0.0987 
 1.82078  0.79073  0.10818
 1.94609  1.29365 -0.89433
 1.89269  0.27356 -0.62733
 2.25201  0.35948  0.56383
 2.12431  0.99796 -0.21023
 2.16631  0.6682   0.6924 
 2.14901  1.01056 -0.15936
 1.99664  1.00401  0.17782
 1.9232   1.28209  0.56631
 1.97399  0.72212  0.64826
 1.998    0.93152  0.25475
 1.96909  1.03001  0.09695
 2.01621  1.41832 -0.03934
 2.52251  1.13585 -0.52883
 1.71279  1.48696  0.00139
 2.10773  1.32258  0.06816
 1.23722  0.5894   0.40563
 2.02847  0.78102 -0.53854
 2.16878  0.82584 -0.85692
 2.15998  1.15083  0.08954
 1.40574  0.53071 -0.24974
 1.72249  0.67234  0.40648
 2.1313   1.09029 -0.36827
 2.01577  0.97464  0.79522
 2.03824  0.997   -0.11563
 2.63477  0.49141  0.4436 
 1.95324  1.21231  0.0085 
 1.98321  0.94475 -0.75554
 1.72939  1.37765  0.40286
 2.14577  0.81967 -0.7797 
 1.43326  1.42072 -0.28175
 1.62477  0.78302 -0.69812
 1.85753  0.63806  0.15925
 2.11081  0.92791 -0.02123
 1.94815  0.70214 -0.46148
 2.00469  0.99746 -0.01096
 1.65664  0.92295  0.60304
 1.77282  0.96607 -0.66831
 2.66729  1.44085  0.36526
 2.46144  0.62754 -0.26879
 2.00031  1.00358  0.00673
 1.93625  0.96779  0.00533
 2.00014  0.99868  0.01383
 2.66488  1.6096  -0.03399
 1.36741  0.44965 -0.11972
 1.90128  0.85303 -0.63839
 1.59845  1.73877 -0.41114
 2.49036  1.599    0.13283
 1.83123  0.72868  0.56495
 1.60879  1.61164  0.45003
 1.65486  1.23776 -0.18258
 2.39064  1.20458 -0.66695
 2.01883  0.97676  0.23162
 1.58381  1.538   -0.09785
 2.09939  1.50156  0.05677
 1.98717  1.02648 -0.00094
 1.96089  1.23757 -0.10037
 2.1053   1.24756 -0.66921
 1.75932  1.67616  0.06525
 2.05363  0.96473 -0.1908 
 2.03987  0.95213 -0.13926
 1.65781  1.49412 -0.36254
 1.35874  0.94444  0.49859
 2.0034   1.00167  0.00567
 1.78185  0.57288  0.76043
 1.254    0.67227 -0.33356
 2.53938  0.32889  0.39218
 1.92022  1.19927 -0.04279
 2.0999   0.94158 -0.30898
 1.70279  0.78323 -0.78023
 1.99045  0.95467  0.52084
 2.67989  1.2669   0.36181
 1.63585  0.62961  0.2998 
 1.51052  1.43731 -0.17065
 2.08731  1.0409  -0.71443
 1.89686  1.00803 -0.03766
 2.37997  0.43642  0.2702 
 2.02117  1.32351  0.80295
 1.9998   1.00018 -0.07843
 2.00033  0.86326 -0.08195
 2.00814  0.99376 -0.28628
 1.73635  1.09031  0.74453
 2.01184  0.99619 -0.01548
 2.18817  1.1929  -0.27217
 1.99328  1.04871  0.01843
 1.86093  0.88507  0.29684
 1.78574  1.18539 -0.40671
 1.96324  1.0342  -0.08166
 2.00387  1.06344 -0.41516
 2.01098  0.76673 -0.93593
 2.69028  1.01865  0.06053
 2.14713  1.11793 -0.65015
 2.04135  0.9869  -0.51195
 1.42083  0.9666  -0.51153
 2.05088  1.01976 -0.03938
 2.30585  0.40325  0.07463
 1.98115  1.06704 -0.70067
 1.14168  0.92344 -0.07719
 2.11708  1.66972 -0.3516 
 2.00085  0.99998  0.03705
 1.29368  1.33005  0.25498
 1.21143  1.02362 -0.33255
 1.51781  1.52103 -0.70328
 2.03956  0.96949  0.19863
 2.03701  0.91998  0.05215
 1.98903  0.9953   0.01054
 2.32185  1.08662  0.63854
 1.38219  1.52531  0.04172
 1.89806  1.78998 -0.4706 
 2.02866  1.06807  0.52853
 1.06838  1.20135  0.23674
 1.83518  0.60421  0.59547
 2.06442  0.7828   0.79276
 1.74621  1.00383  0.57382
 1.91837  1.30217  0.23938
 2.43164  0.81758  0.1132 
 1.84387  0.8719   0.45095
 1.72723  0.93881  0.5793 
 1.93671  1.05637 -0.04209
 1.9638   1.02368 -0.14914
 2.04502  1.11868 -0.45717
 2.05235  1.12252  0.06187
 1.70601  0.51385 -0.24902
 2.11272  0.33047 -0.68956
 1.95728  0.96091 -0.00777
 1.51289  1.11303 -0.74688
 1.89299  0.83893 -0.16929
 2.01849  0.94468  0.02309
 2.00023  0.99997 -0.00991
 2.37199  0.63662  0.67141
 2.01469  1.06474  0.21536
 1.89903  1.19307  0.08548
 1.36129  0.52921  0.40053
 2.00286  0.99948  0.00602
 1.96599  0.96668 -0.45802
 2.10814  1.56909 -0.06913
 2.58429  0.82748  0.59201
 2.21881  0.36008  0.02833
 1.47912  1.30164  0.11636
 2.14102  0.83053  0.8094 
 2.02102  0.70978  0.67132
 1.67382  0.93948 -0.22994
 1.98124  1.06321  0.00017
 1.64153  0.87497  0.16118
 2.05514  1.05261  0.06606
 2.1387   0.61805  0.41273
 2.04322  1.08397  0.29348
 1.60735  0.63137  0.47506
 2.30161  0.69182  0.01422
 1.83517  1.51914 -0.69701
 1.8402   0.77094  0.80339
 2.01644  0.9967   0.02781
 2.73032  1.57603  0.05256
 2.10278  1.31677 -0.30906
 1.53378  0.98018 -0.43881
 1.78686  1.08808 -0.28281
 1.34817  1.60904  0.24936
